tipo,quantidade,faixaEtaria,letalidade,mortalidade,data
Óbitos,0,51-60,0.0,0.0,2020-01-11
Óbitos,0,61-70,0.0,0.0,2020-01-11
Óbitos,0,71-79,0.0,0.0,2020-01-11
Óbitos,0,80 ou mais,0.0,0.0,2020-01-11
Óbitos,0,00-02,0.0,0.0,2020-01-12
Óbitos,0,03-04,0.0,0.0,2020-01-12
Óbitos,0,05-11,0.0,0.0,2020-01-12
Óbitos,0,12-17,0.0,0.0,2020-01-12
Óbitos,0,18-30,0.0,0.0,2020-01-12
Óbitos,0,31-40,0.0,0.0,2020-01-12
Óbitos,0,41-50,0.0,0.0,2020-01-12
Óbitos,0,51-60,0.0,0.0,2020-01-12
Óbitos,0,61-70,0.0,0.0,2020-01-12
Óbitos,0,71-79,0.0,0.0,2020-01-12
Óbitos,0,80 ou mais,0.0,0.0,2020-01-12
Óbitos,0,00-02,0.0,0.0,2020-01-13
Óbitos,0,03-04,0.0,0.0,2020-01-13
Óbitos,0,05-11,0.0,0.0,2020-01-13
Óbitos,0,12-17,0.0,0.0,2020-01-13
Óbitos,0,18-30,0.0,0.0,2020-01-13
Óbitos,0,31-40,0.0,0.0,2020-01-13
Óbitos,0,41-50,0.0,0.0,2020-01-13
Óbitos,0,51-60,0.0,0.0,2020-01-13
Óbitos,0,61-70,0.0,0.0,2020-01-13
Óbitos,0,71-79,0.0,0.0,2020-01-13
Óbitos,0,80 ou mais,0.0,0.0,2020-01-13
Óbitos,0,00-02,0.0,0.0,2020-01-14
Óbitos,0,03-04,0.0,0.0,2020-01-14
Óbitos,0,05-11,0.0,0.0,2020-01-14
Óbitos,0,12-17,0.0,0.0,2020-01-14
Óbitos,0,18-30,0.0,0.0,2020-01-14
Óbitos,0,31-40,0.0,0.0,2020-01-14
Óbitos,0,41-50,0.0,0.0,2020-01-14
Óbitos,0,51-60,0.0,0.0,2020-01-14
Óbitos,0,61-70,0.0,0.0,2020-01-14
Óbitos,0,71-79,0.0,0.0,2020-01-14
Óbitos,0,80 ou mais,0.0,0.0,2020-01-14
Óbitos,0,00-02,0.0,0.0,2020-01-15
Óbitos,0,03-04,0.0,0.0,2020-01-15
Óbitos,0,05-11,0.0,0.0,2020-01-15
Óbitos,0,12-17,0.0,0.0,2020-01-15
Óbitos,0,18-30,0.0,0.0,2020-01-15
Óbitos,0,31-40,0.0,0.0,2020-01-15
Óbitos,0,41-50,0.0,0.0,2020-01-15
Óbitos,0,51-60,0.0,0.0,2020-01-15
Óbitos,0,61-70,0.0,0.0,2020-01-15
Óbitos,0,71-79,0.0,0.0,2020-01-15
Óbitos,0,80 ou mais,0.0,0.0,2020-01-15
Óbitos,0,00-02,0.0,0.0,2020-01-16
Óbitos,0,03-04,0.0,0.0,2020-01-16
Óbitos,0,05-11,0.0,0.0,2020-01-16
Óbitos,0,12-17,0.0,0.0,2020-01-16
Óbitos,0,18-30,0.0,0.0,2020-01-16
Óbitos,0,31-40,0.0,0.0,2020-01-16
Óbitos,0,41-50,0.0,0.0,2020-01-16
Óbitos,0,51-60,0.0,0.0,2020-01-16
Óbitos,0,61-70,0.0,0.0,2020-01-16
Óbitos,0,71-79,0.0,0.0,2020-01-16
Óbitos,0,80 ou mais,0.0,0.0,2020-01-16
Óbitos,0,00-02,0.0,0.0,2020-01-17
Óbitos,0,03-04,0.0,0.0,2020-01-17
Óbitos,0,05-11,0.0,0.0,2020-01-17
Óbitos,0,12-17,0.0,0.0,2020-01-17
Óbitos,0,18-30,0.0,0.0,2020-01-17
Óbitos,0,31-40,0.0,0.0,2020-01-17
Óbitos,0,41-50,0.0,0.0,2020-01-17
Óbitos,0,51-60,0.0,0.0,2020-01-17
Óbitos,0,61-70,0.0,0.0,2020-01-17
Óbitos,0,71-79,0.0,0.0,2020-01-17
Óbitos,0,80 ou mais,0.0,0.0,2020-01-17
Óbitos,0,00-02,0.0,0.0,2020-01-18
Óbitos,0,03-04,0.0,0.0,2020-01-18
Óbitos,0,05-11,0.0,0.0,2020-01-18
Óbitos,0,12-17,0.0,0.0,2020-01-18
Óbitos,0,18-30,0.0,0.0,2020-01-18
Óbitos,0,31-40,0.0,0.0,2020-01-18
Óbitos,0,41-50,0.0,0.0,2020-01-18
Óbitos,0,51-60,0.0,0.0,2020-01-18
Óbitos,0,61-70,0.0,0.0,2020-01-18
